title,label,link,file,Date-avail,tag
10 Mistakes People Make When Packing A Suitcase,1,https://www.yahoo.com/news/10-mistakes-people-packing-suitcase-193004331.html,nlp-59,8-Nov-21,lifestyle
Six ways to stop microplastics getting into your body,1,https://www.yahoo.com/news/six-ways-stop-microplastics-getting-124150792.html,nlp-60,8-Nov-21,health
8 Ways You're Wasting Money Without Realizing It,1,https://savinginspector.live/page/8-ways-to-save-money-each-month?cep=svJnF-y7DUlaAsdolHdXU6o0d27k1oRqUreldXJ3A6e80IRq8dllIcD8jevvKdzYcWz8Hh9iwCFPsciNYmjiQ4_PcMKp0qSH5xgt0RQln0RkX7E_4k8nlS6-8GxdZN42oDzKsXzmwovFLg-W4N4Ga_35VlfTyzjG0pni69u0UDN7PhIW_afH1Q-0V-OCx15yOsWS22rMzJgzL49HENBo9M7CDWSE8AMad6l9P5c-r2j0ai9tyQPSLlpKbayuNwYxVAJOm8dcVPs-J43iZ5yde0AMKxDULJ7wgRFnlLJi7r_gNYrJqpVnC5KeGM3Scq0KqlkxZ_IPhLWBsTWN_4e8kbG1XhDCS7QMfSEoe8XbuCLmEkmfszaqhZOz4xILW1OOxDB7Qgx7g1o_0IKy2mVyRGdIowt9SZb2OSaE5RIs07fA7hGTFozwox_N8W8qdthNRE-Atrm88sUIRCiCzL2XR1jW72zqls_KSBLFHMgpXBe-sBEhnv2ou5wWdGV5zUbG6vhgM6tQW9HXmbYki63Y31qnhnCnMOW-z3xOwTv-D3qWA5OOtoR7u4Ky_odA-X9JmANWxuXa16P7NUqfNjfFf4QiPEmZljvE7QE8l35wA-1jFZG_9bUpTI-b68xCjPZR&lptoken=16ac366b41d104cd5426&pubid=HOMEPAGE_US%7Cc&camp=418435332&supl=yahoo.com&ad=37302549211&agrp=9794090403,nlp-61,29-Oct-21,ad
4 Secrets To Pay Off Home That Banks Do Not Tell,1,https://savinginspector.live/page/4-secrets-to-pay-mortgage-early?cep=cwbcqwer4hVoRIv3yLW9GwsDgcsdI0jO3-jM5SIgHXrqa3Cw_Ed7SnAjLHuEsJ3GdDeuGxv8PJvI6h1KaV28wgul4Fs3NGL0zdLtx0rPQsZnAigb6LugzbPqASW-wswH89QlwUZNBxHp3juwHq_rLeDAlaqWp1XmI5G-HXaXZ--u80is-fiKUi78EsDfaG14ikAzzSN1TCunIhN42jYsRNEpYpErahrgP7yA6QeWZwliuU1KiB-eojpT-fiBwog-LxBrBcZ-vJ9sp5iJFj-vddLPx-_8PAlw5hlkc-NFuyWvurBuwBwTrsZ2GHHiDrBoDLdR0yZxOpzmCfk0vxBJcsm7C3qGMCOYSk6n_yqFwVz50vRM88f-LfTdHClH9XcGiVCOH-2eci3w7XWaNyurw5XGVV1GHNm4jNPLvW3y_vXpEvswaWcoIcDU0HKkQJo4mFfM3c-hvTZA7lgOGTKNmo9F8xgFivxhjWsf-aF5nZki-EfSiUb07kji1Cdi7l_hjts-KNUtDOEuPCysN-7Jnef8X_GMS_a0Jo2oSgM1pzc&lptoken=1674364b4177069d1983&pubid=HOMEPAGE_US%7Cc&camp=418446034&supl=yahoo.com&ad=37305748097&agrp=9794175047,nlp-62,29-Oct-21,ad
Why Are 9 Billionaires Buying This Crypto…,1,https://www.thelegacyreport.com/2021-sets-cryptocurrency/?eid=MKT580873&src=Yahoo,nlp-63,nan,ad
"Black Friday 2021 sales are finally here at Walmart, Target and more—what you need to know",1,https://finance.yahoo.com/news/black-friday-2021-sales-finally-142001632.html,nlp-64,9-Nov-21,lifestyle
Virginia Power Companies Want This New Device Banned,1,https://powersavingreviews.com/?utm_campaign=mr5Wg0rcU6&utm_source=verizon&utm_medium=native&utm_content=ad1,nlp-65,7-Oct-21,ad
6 things you can do right now to speed up your computer,1,https://www.yahoo.com/lifestyle/speed-up-computer-system-mechanic-yahoo-subscriptions-201740420.html,nlp-66,13-Oct-21,tech
The 7 Best Tech Deals From Costco’s November Coupon Book,1,https://finance.yahoo.com/news/7-best-tech-deals-costco-170024520.html,nlp-67,7-Nov-21,lifestyle
9 Store-Bought Thanksgiving Shortcuts That Chefs Love Or Hate,1,https://www.yahoo.com/news/9-store-bought-thanksgiving-shortcuts-104507473.html,nlp-68,9-Nov-21,lifestyle
The 8 Best Instant Mashed Potatoes to Serve at Thanksgiving and Christmas,1,https://www.yahoo.com/lifestyle/8-best-instant-mashed-potatoes-130000112.html,nlp-69,9-Nov-21,lifestyle
"3 strategies to 'cheat-proof' your relationship, according to a monogamy researcher",1,https://www.yahoo.com/news/3-strategies-cheat-proof-relationship-213813976.html,nlp-70,8-Nov-21,lifestyle
Target just kicked off its second week of early Black Friday deals — see what’s new!,1,https://www.yahoo.com/lifestyle/target-just-kicked-off-second-171209340.html,nlp-71,8-Nov-21,lifestyle
Only Amazon Prime members can score these 10 secret sales — starting at $12,1,https://www.yahoo.com/lifestyle/amazon-prime-only-sale-152025131.html,nlp-72,9-Nov-21,lifestyle
"I Love These Target Pieces So Much, I Now Own Multiples—and They Start at $12",1,https://www.yahoo.com/lifestyle/love-target-pieces-much-now-151201198.html,nlp-73,9-Nov-21,style
"These Early Black Friday Deals Are No Joke: Shop Dyson, Apple & Ugg Essentials For 50% Off",1,https://www.yahoo.com/lifestyle/black-friday-cyber-monday-deals-003331379.html,nlp-74,8-Nov-21,lifestyle
Mindy Kaling just released a holiday collection on Amazon—here's what to buy,1,https://finance.yahoo.com/news/mindy-kaling-just-released-holiday-000022263.html,nlp-75,8-Nov-21,style
Costco Deal: Save Hundreds on a Generator That’s the Lowest Price We’ve Seen,1,https://www.yahoo.com/lifestyle/costco-deal-save-hundreds-generator-154119204.html,nlp-76,9-Nov-21,lifestyle
15 of the best gifts to buy yourself this holiday season—because you deserve it,1,https://finance.yahoo.com/news/15-best-gifts-buy-yourself-172646419.html,nlp-77,8-Nov-21,lifestyle
You Don't Have to Wait Until Black Friday to Get Sephora Makeup for Just $4,1,https://www.yahoo.com/lifestyle/dont-wait-until-black-friday-010000962.html,nlp-78,8-Nov-21,style
"Just a few hours left! Lightning Deal: Amazon's $16 sweats are comfy, stylish — and our new obsession",1,https://www.yahoo.com/lifestyle/custers-night-drawstring-joggers-amazon-165932192.html,nlp-79,9-Nov-21,style
13 Gourmet Hot Sauces For The Spicy Food Lover In Your Life,1,https://www.yahoo.com/news/13-gourmet-hot-sauces-spicy-104507837.html,nlp-80,9-Nov-21,lifestyle
"Jennifer Lopez calls this serum 'the fountain of youth' — and right now, it's on sale",1,https://www.yahoo.com/lifestyle/jennifer-lopez-jlo-glow-serum-sale-170627667.html,nlp-81,9-Nov-21,lifestyle
15 Black Friday-Worthy Deals You Can Already Shop on Amazon—Up to 67% Off,1,https://www.yahoo.com/lifestyle/15-black-friday-worthy-deals-161051556.html,nlp-82,8-Nov-21,lifestyle
6 gift ideas not affected by the supply chain,1,https://finance.yahoo.com/m/e72c3b25-ad4d-30d0-9be2-2aad233f5e33/6-gift-ideas-not-affected-by.html,nlp-83,8-Nov-21,lifestyle
Here are the Most Thoughtful Gifts You Can Give For $25 or Less,1,https://www.yahoo.com/lifestyle/most-thoughtful-gifts-25-less-170000991.html,nlp-84,8-Nov-21,lifestyle
"12,000 Shoppers Have Given These Spanx Leather Leggings Dupes A Perfect Rating—Here’s Why",1,https://www.yahoo.com/lifestyle/12-000-shoppers-given-spanx-144821240.html,nlp-85,8-Nov-21,style
Norfolk: Bank Accounts With 7X the Average Rate,1,https://article.smartasset.com/savings-accounts-2020-1/?utm_source=yahoo&utm_campaign=401961077&utm_content=37124057222&utm_term=HOMEPAGE_US,nlp-86,nan,ad
"TikTok made you buy it: A selection of viral, gifty finds",1,https://www.yahoo.com/news/tiktok-made-buy-selection-viral-131946617.html,nlp-87,9-Nov-21,lifestyle
16 of the Best Closet Hangers for Next-Level Organization,1,https://www.yahoo.com/lifestyle/14-best-closet-hangers-next-040000124.html,nlp-88,7-Nov-21,lifestyle
This Guy Shared How He Lost His 'Dad Bod' in 12 Weeks and Got Ripped,1,https://www.yahoo.com/lifestyle/guy-shared-lost-dad-bod-145600903.html,nlp-89,9-Nov-21,health
23 unique gift ideas for every type of person,1,https://www.yahoo.com/finance/news/20-unique-gift-ideas-people-174642126.html,nlp-90,8-Nov-21,lifestyle
I'm Stuffing Everyone's Stocking with This $12 Cozy Kitchen Gift This Year,1,https://www.yahoo.com/lifestyle/im-stuffing-everyones-stocking-12-225449144.html,nlp-91,8-Nov-21,lifestyle
The 15 Best Ulta Beauty Gift Sets We’re Buying for the Holidays,1,https://www.yahoo.com/lifestyle/15-best-ulta-beauty-gift-200000156.html,nlp-92,8-Nov-21,style
Amazon shoppers compare this indoor bike to Peloton — and it's $150 off 'til midnight,1,https://www.yahoo.com/lifestyle/finer-form-indoor-exercise-bike-sale-112854408.html,nlp-93,9-Nov-21,lifestyle
"Psst...Amazon has a secret coupon page, and it's full of amazing hidden sales",1,https://www.yahoo.com/lifestyle/amazon-secret-coupon-page-225820672.html,nlp-94,9-Nov-21,lifestyle
The Genius Trick Every Amazon Shopper Should Know,1,https://capitaloneshopping.com/blog/is-amazon-actually-giving-you-the-best-price-779e00e8958e?irclickid=XYWUI4wRgxyIUOMT4WT16Sn1UkGxUFVJuWG8QM0&irgwc=1&utm_source=impact&utm_campaign=Sovereign%20Co.&utm_term=1101683&utm_subid=,nlp-95,nan,ad
18 best gift ideas for men who say they don't want anything for Christmas,1,https://www.yahoo.com/lifestyle/best-mens-gift-ideas-191733955.html,nlp-96,9-Nov-21,lifestyle
15 best Christmas gift ideas for women under $100,1,https://www.yahoo.com/lifestyle/best-gift-ideas-women-170238406.html,nlp-97,10-Nov-21,lifestyle
6 Holidays Purchases That You Should Only Make at Costco,1,https://finance.yahoo.com/news/6-holidays-purchases-only-costco-015341410.html,nlp-98,9-Nov-21,lifestyle
"Thanksgiving Is Still Weeks Away, but Trader Joe's Already Brought Back These Winter Holiday Favorites",1,https://www.yahoo.com/lifestyle/thanksgiving-still-weeks-away-trader-185759965.html,nlp-99,9-Nov-21,lifestyle
"Today only, Amazon slashed prices up to 55 percent on home essentials — stock up and save",1,https://www.yahoo.com/lifestyle/amazon-home-essentials-sale-110211615.html,nlp-100,10-Nov-21,lifestyle
Trisha Yearwood reveals the one Thanksgiving tradition she'll never change: it's 'just unbelievable',1,https://www.yahoo.com/lifestyle/trisha-yearwood-reveals-thanksgiving-tradition-shell-never-change-holiday-home-and-tell-140051891.html,nlp-101,10-Nov-21,lifestyle
Experts Say These 7 Nail Polish Colors Will Be Everywhere This Winter—and They're All Under $11 on Amazon,1,https://www.yahoo.com/lifestyle/experts-7-nail-polish-colors-143249056.html,nlp-102,10-Nov-21,style
The Bizarre Thanksgiving Food Trend We Never Saw Coming,1,https://www.yahoo.com/lifestyle/bizarre-thanksgiving-food-trend-never-110000268.html,nlp-103,10-Nov-21,lifestyle
Ina Garten's Thanksgiving Menu Is Golden,1,https://www.yahoo.com/lifestyle/ina-gartens-thanksgiving-menu-golden-221754117.html,nlp-104,9-Nov-21,lifestyle
Walmart's latest Black Friday deals just dropped — and this Samsung tablet deal is stunning,1,https://www.yahoo.com/lifestyle/30-days-of-savings-day-10-barbie-samsung-lol-dollhouse-000050913.html,nlp-105,10-Nov-21,lifestyle
This Amazon Fire HD 10 tablet bundle is bonkers: Save $215!,1,https://www.yahoo.com/lifestyle/amazon-fire-hd-10-tablet-sale-100321-143235101.html,nlp-106,10-Nov-21,lifestyle
Adults Over 50 Are Due a Large Benefit This Month,1,https://go.expertsinmoney.co/life-insurance-benefit-mat-usa-003?region=Virginia&city=Norfolk&offer=Updated%20ID%20HCR%20-%20Peak%20-%20National%20Family&mcid=863be68d-76ff-46fe-9b15-a966f24ea57d&mlink_id=bddf84cd-cfe2-4051-af97-1e36b765dd7c&cep=aWo06Wa_Om9O4tWr5il54gVzdf0nOoyOmO82VyhyIMz6pppNeP2xs-Tb5xjgbHXBLz6EwQ6ZVn9Z4Rn3zXFVMJBspyo1vfaTKcUncpSSXOq6mkrYjFTVNlipKC1ESMNA1LpXB_4pyQ9AZ1bxi5A1A9Yxs911XD9mheAe2L0fS7ZRc5-60UubbF6cgCdff6wbczCvutHXPAPwB3FWtK5qeoHbgaC9K0qt9wB0Iv7vPd-xHGxudfh-w5C2Gc51kHMT6Hmog6YTKwovAqtRu3QO73fqx7wJrOUSV-4toLHg-_Sxlyo0Ga4y4oWHN4EZA7i6m-s4ehaHpcUbj0XOC2PifxwHtnI_1p2QY802RNMd0HzVA_UzkzirOZs6o3-7j74y2ohsTvTBxF3RyP-PzCtF1jn5gYhRcUFczDWBWdJ3DCjFgGJhu7dc6XoylrZ1jBG49OTkCohlHpqTx6yPByO_H5s4bGNEBPNXPfle2ZRbIAgDpfvTrzNnfxTXhDeNj4vSj-K-P-DvD08cR5T3WpMqnQ9RsnkFJC4LuSuN4LbvrVOcg0qJ1bTSU9UW1AsvSTc_vX0p4HigjjeOHIqemh8cO1jQAIpfzjyfeMwUiba3Oy8RZnW4vH8BwaE0UryUWokTKjHZszk9gyi3gpG7Eu99wYkTSnHyaHD46QjMpFCGcJFtrMBu_2RB2Yg8UCssLkNn&lptoken=161136ad64b82348857a&network_click_id=p%24g%2Co%24a60bea50-42f6-11ec-baff-6805ca3617aa-7fa6a6c92700%2Ct%241636638765601&site=HOMEPAGE_US&mlid=bddf84cd-cfe2-4051-af97-1e36b765dd7c&image=45c41f54-b603-4b8f-95c1-8f627e853393&network=G&adid=&title=&adv=adv1&g_supply_name=yahoo.com&g_ad_id=37202300398&revcid=&clickid=863be68d-76ff-46fe-9b15-a966f24ea57d&s5=863be68d-76ff-46fe-9b15-a966f24ea57d&max_cid=863be68d-76ff-46fe-9b15-a966f24ea57d,nlp-107,9-Nov-21,ad
